"Condition"
"Colorectal adenoma"
"Hyperplastic Polyp"
"Colon Sessile Serrated Adenoma/Polyp"
"Head and neck squamous cell carcinoma"
"Colorectal cancer"
"Hepatitis"
"Chronic obstructive pulmonary disease"
"Non-alcoholic fatty liver disease"
"Autism"
"Type II diabetes mellitus"
"Breast carcinoma"
"Cervical glandular intraepithelial neoplasia"
"Human papilloma virus infection"
"Halitosis"
"Gestational diabetes"
"Obesity"
"Anxiety disorder"
"Schizophrenia"
"Parkinson's disease"
"Alzheimer's disease"
"Chronic fatigue syndrome"
"Psoriasis"
"Sex design"
"Unipolar depression"
"Anorexia nervosa"
"Bipolar disorder"
"Sjogren syndrome"
"Body odor measurement"
"Attention deficit hyperactivity disorder"
"Psychosis"
"Extrahepatic cholestasis"
"Behcet's syndrome"
"Substance-related disorder"
"Cesarean section"
"Stimulus or stress design"
"Irritable bowel syndrome"
"High fat diet"
"Titanium dioxide nanoparticle"
"Cognitive impairment"
"Periodontitis"
"Neonatal jaundice"
"Premature birth"
"Smoking behavior"
"Type I diabetes mellitus"
"Crohn's disease"
"Chronic kidney disease"
"Pneumonia"
"Physical activity"
"Gingivitis"
"Diet"
"Squamous cell carcinoma"
"Oral leukoplakia"
"Oral squamous cell carcinoma"
"Alcohol drinking"
"Gastric cancer"
"Multiple sclerosis"
"Lung cancer"
"Preterm premature rupture of the membranes"
"Inflammatory bowel disease"
"Air pollution"
"Polycystic ovary syndrome"
"Head and neck carcinoma"
"Breast cancer"
"Cervical cancer"
"Prostate cancer"
"Esophageal cancer"
"Gastric adenocarcinoma"
"Gingival disease"
"Chronic hepatitis B virus infection"
"Sampling site"
"Digestive system cancer"
"Tongue neoplasm"
"Cannabis use"
"Pancreatic carcinoma"
"Leukemia"
"Esophageal squamous cell carcinoma"
"Gastric carcinoma"
"Acetaldehyde"
"Medroxyprogesterone acetate"
"Cervical cerclage"
"Environmental exposure measurement"
"Equol"
"Ovarian cancer"
"Henoch-Schoenlein purpura"
"Asthma"
"Postmenopausal"
"Endometrial cancer"
"Syncope"
"Vulvovaginitis"
"Food allergy"
"Anemia"
"Gut microbiome measurement"
"Delivery method"
"Milk allergic reaction"
"Eczema"
"Age"
"Lactobacillus rhamnosus GG"
"Hepatocellular carcinoma"
"Urinary tract infection"
"HIV infection"
"Atopic eczema"
"Chronic hepatitis C virus infection"
"Egg allergy"
"Iron deficiency anemia"
"Urolithiasis,Nephrolithiasis"
"Hepatitis, Alcoholic"
"Severe aplastic anemia"
"Pemphigus vulgaris"
"Nephrolithiasis,Urolithiasis"
"Chronic pancreatitis"
"Atopic asthma"
"Ulcerative colitis"
"Rheumatoid arthritis"
"Human papilloma virus infection,Age"
"Acute lymphoblastic leukemia"
"Human papilloma virus infection,Cervical cancer"
"Multiple myeloma"
"Acute myeloid leukemia"
"Antimicrobial agent"
"Graft versus host disease"
"Graves ophthalmopathy"
"Phenylketonuria"
"Health trait"
"Oral mucositis"
"Graves disease"
"Response to allogeneic hematopoietic stem cell transplant"
"Response to antibiotic"
"Non-Hodgkins lymphoma"
"Genital neoplasm, female"
"Obsessive-compulsive disorder"
"Necrotizing enterocolitis"
"Thyroid carcinoma"
"Non-small cell lung carcinoma,Renal cell carcinoma,Disease progression measurement"
"Psoriatic arthritis"
"Hashimoto's thyroiditis"
"Response to diet"
"Remission"
"Human papilloma virus infection,Cervical glandular intraepithelial neoplasia"
"Cervical glandular intraepithelial neoplasia,Human papilloma virus infection"
"Cervical glandular intraepithelial neoplasia,Cervical cancer"
"Methionine measurement"
"Chlamydia trachomatis infectious disease"
"Chlamydophila infectious disease,Human papilloma virus infection"
"Pulmonary tuberculosis"
"Neuromyelitis optica"
"Chronic kidney disease,Stage 5 chronic kidney disease"
"Allergic rhinitis"
"Peptic esophagitis"
"HIV/AIDS pre-exposure prophylaxis"
"HIV infection,Methamphetamine dependence"
"Methamphetamine dependence"
"Epilepsy"
"HIV infection,Oral candidiasis"
"Coinfection,Age"
"HIV infection,Antimicrobial agent"
"HIV infection,Diabetes mellitus"
"Amyotrophic lateral sclerosis"
"Hypertension"
"Autoimmune Hepatitis"
"COVID-19"
"Rosacea"
"Influenza A (H1N1)"
"Body mass index"
"Body mass index,Physical activity"
"Sampling time"
"Pregnancy"
"Diabetes mellitus"
"Diabetic neuropathy"
"Chewing tobacco behavior"
"HER2 Positive Breast Carcinoma"
"Age at menarche"
"Estrogen receptor status"
"Breast cancer stage"
"Parous"
"Body fat percentage"
"Endometriosis"
"Diabetic retinopathy"
"Vitiligo"
"Prediabetes syndrome"
"Amoxicillin"
"Neoplasm"
"Ethnic group"
"Viral load"
"Non-alcoholic steatohepatitis"
"Adenomyosis,Endometriosis"
"Rheumatoid arthritis,Osteoarthritis"
"Smoking status measurement"
"Exercise"
"Azithromycin"
"Antimicrobial agent,Urinary tract infection"
"Nephrolithiasis"
"Antipsychotic drug"
"Hidradenitis suppurativa"
"Keratoconjunctivitis"
"Juvenile idiopathic arthritis"
"Temporomandibular joint disorder"
"Gestational age"
"Spontaneous abortion"
"Dry eye syndrome"
"Health study participation"
"Chlamydia trachomatis"
"Arthritis"
"Osteoarthritis, knee"
"Major depressive disorder"
"Smoking behavior,Nicotine dependence"
"Abnormality on pulmonary function testing"
"Nicotine dependence,Smoking behavior"
"Intestinal polyp"
"Colorectal carcinoma"
"Response to vaccine"
"Chronic rhinosinusitis"
"Microbiome"
"Dementia"
"Surgical resection"
"Socioeconomic status"
"Sigmoid neoplasm"
"Ankylosing spondylitis"
"Sensory perception of bitter taste"
"Maternal milk"
"Ethnic group,Gut microbiome measurement"
"Huntington disease"
"Meningeal tuberculosis"
"Response to immunochemotherapy"
"Bacterial vaginosis"
"Ethnic group,Place of residence measurement"
"Ethnic group,Socioeconomic status"
"Seasonal gut microbiome measurement"
"Spontaneous preterm birth"
"Survival time"
"Cotinine measurement"
"Small intestine enteropathy"
"Colorectal adenocarcinoma"
"Nutraceutical,Colorectal cancer"
"Nutraceutical"
"Systemic lupus erythematosus"
"Response to ketogenic diet"
"Acute respiratory distress syndrome"
"Acute respiratory failure"
"REM sleep behavior disorder"
"Vulvovaginal candidiasis"
"HIV mother to child transmission"
"Aging"
"Tobacco smoke exposure measurement"
"Diarrhea"
"Spinal cord injury"
"Treatment"
"Fasting"
"Dermatomyositis"
"Down syndrome"
"Gingival bleeding"
"Oral ulcer"
"Dentures"
"Coffee consumption"
"Tea consumption measurement"
"Smoking behavior,Alcohol drinking"
"Nasopharyngeal squamous cell carcinoma"
"Age at assessment"
"Biological sex"
"Adenomyosis"
"Stevens-Johnson syndrome"
"Mismatch repair cancer syndrome"
"Dental caries"
"Depressive disorder"
"Clinical laboratory measurement"
"Overactive bladder"
"Anxiety"
"Post-COVID-19 disorder"
"Pancolitis,Distal colitis"
"Ileocolitis"
"Response to heat"
"Ruminative stress response"
"Phenotype"
"Increased inflammatory response"
"Root"
"Cerebral small vessel disease"
"Streptococcus pneumoniae"
"Respiratory system disease"
"Cachexia"
"Population"
"Response to transplant"
"Psychiatric disorder"
"Childhood trauma measurement"
"Mood disorder"
"Microbiome measurement"
"Retinopathy"
"Hormone replacement therapy"
"Body weight"
"Diet measurement"
"Systemic scleroderma"
"Ulcerative proctosigmoiditis"
"Postcholecystectomy syndrome"
"Granulomatosis with Polyangiitis"
"Asthma,Allergic rhinitis,Dermatitis,Food allergy"
"Response to antiviral drug"
"CD4-positive T-lymphocyte count"
"Antimicrobial agent,Amoxicillin"
"Temperature"
"Urolithiasis"
"Colorectal adenoma,Colorectal cancer"
"Time"
"Disease progression measurement"
"Disease prognosis measurement"
"COVID-19,Pneumonia"
"COVID-19,Respiratory failure requiring assisted ventilation"
"Response to supplemental oxygen"
"Breastfeeding duration"
"Atrial fibrillation"
"Response to vaccine,Timepoint"
"Cardiovascular disease"
"Response to oxcarbazepine"
"Dermatitis"
"Food allergy,Dermatitis"
"Response to metformin"
"Metformin"
"Autism spectrum disorder"
"Cytokine"
"HbA1c measurement"
"Transport"
"Breastfeeding duration,Transport"
"Acne"
"Social anxiety disorder"
"Biliary atresia"
"Environmental factor"
"Respiratory Syncytial Virus Infection"
"Bronchiectasis"
"Eczema,Urticaria"
"Eczema,Allergic rhinitis"
"Colorectal cancer cell line"
"Postmenopausal osteoporosis"
"Clostridium difficile infection"
"Male homosexuality"
"Peri-Implantitis"
"Illness severity status"
"Oxygen"
"Post-traumatic stress disorder"
"Clinical treatment"
"Chronic inflammatory demyelinating polyradiculoneuropathy"
"SARS-CoV-2-related disease"
"Diabetic nephropathy"
"Cervix erosion"
"COVID-19 symptoms measurement"
"Prostate carcinoma"
"Neonatal death"
"Bladder carcinoma"
"Disease recurrence"
"Restricted to specific location"
"Allergic asthma"
"SAPHO syndrome"
"Hypercholesterolemia"
"Developmental stage"
"Myopia"
"Celiac disease"
"Menopause"
"Vaginitis"
"Vaginal microbiome measurement"
"Constipation,Parkinson's disease"
"Response to exercise"
"Chronic granulomatous disease"
"Cohort"
"Essential tremor"
"Cholestasis"
"Abnormal sperm morphology"
